animal_id,outcome_type
A689827,Return to Owner
A716999,Adoption
A733526,Euthanasia
A684050,Transfer
A677641,Adoption
A706515,Adoption
A697053,Return to Owner
A760532,Adoption
A674708,Adoption
A762765,Adoption
A694606,Return to Owner
A684958,Transfer
A765531,Adoption
A667199,Transfer
A690349,Adoption
A686828,Transfer
A674707,Transfer
A754661,Transfer
A731977,Transfer
A692819,Adoption
A763761,Adoption
A700221,Return to Owner
A689343,Adoption
A670012,Adoption
A678962,Transfer
A751735,Transfer
A733829,Return to Owner
A685885,Adoption
A706069,Adoption
A727376,Transfer
A724782,Adoption
A716372,Adoption
A684795,Transfer
A672254,Adoption
A698754,Euthanasia
A718699,Adoption
A760654,Adoption
A760572,Transfer
A693715,Transfer
A693994,Return to Owner
A684618,Transfer
A665152,Transfer
A763193,Transfer
A728869,Transfer
A763663,Adoption
A669831,Transfer
A692000,Adoption
A666639,Adoption
A689715,Transfer
A674387,Return to Owner
A760575,Transfer
A705120,Transfer
A746927,Adoption
A684841,Adoption
A664295,Transfer
A689987,Return to Owner
A676653,Euthanasia
A705846,Adoption
A335950,Return to Owner
A724881,Adoption
A755908,Adoption
A670379,Transfer
A735935,Adoption
A711889,Transfer
A708611,Return to Owner
A755698,Adoption
A732255,Adoption
A706206,Return to Owner
A693030,Adoption
A665251,Adoption
A735785,Adoption
A668772,Adoption
A752170,Euthanasia
A742370,Adoption
A762429,Adoption
A754046,Return to Owner
A748247,Adoption
A673365,Adoption
A761976,Transfer
A678785,Adoption
A675012,Transfer
A750736,Adoption
A665968,Adoption
A710132,Adoption
A690543,Adoption
A694600,Adoption
A707943,Adoption
A729192,Transfer
A741378,Adoption
A736186,Transfer
A711946,Adoption
A691507,Transfer
A665239,Transfer
A674651,Adoption
A666875,Transfer
A698526,Adoption
A759982,Adoption
A676270,Adoption
A680770,Transfer
A667240,Return to Owner
A740574,Euthanasia
A683971,Adoption
A732311,Adoption
A728326,Adoption
A680941,Euthanasia
A661631,Adoption
A748396,Adoption
A711850,Adoption
A707083,Transfer
A686211,Adoption
A706776,Adoption
A723121,Adoption
A740319,Adoption
A521316,Adoption
A759748,Transfer
A710590,Adoption
A764731,Adoption
A716844,Adoption
A751066,Adoption
A719421,Adoption
A685358,Transfer
A689139,Adoption
A671056,Adoption
A693539,Adoption
A669945,Return to Owner
A683641,Adoption
A665745,Adoption
A674208,Transfer
A700410,Adoption
A747382,Adoption
A725062,Return to Owner
A723159,Euthanasia
A730085,Adoption
A699899,Adoption
A700171,Adoption
A702187,Adoption
A743508,Adoption
A745764,Transfer
A688132,Adoption
A709365,Adoption
A733742,Transfer
A749540,Euthanasia
A755506,Transfer
A753509,Adoption
A722185,Adoption
A672545,Adoption
A731998,Transfer
A713430,Return to Owner
A712540,Adoption
A689660,Adoption
A757445,Transfer
A670662,Return to Owner
A690838,Adoption
A758364,Return to Owner
A726126,Adoption
A704246,Adoption
A734429,Adoption
A722521,Transfer
A759035,Transfer
A712666,Adoption
A753891,Transfer
A765590,Transfer
A683243,Adoption
A738503,Transfer
A729649,Return to Owner
A731997,Transfer
A699344,Adoption
A758836,Adoption
A704085,Return to Owner
A693049,Adoption
A561980,Return to Owner
A725685,Return to Owner
A746165,Transfer
A763346,Transfer
A676785,Adoption
A686739,Transfer
A700881,Adoption
A727384,Transfer
A706095,Transfer
A665190,Euthanasia
A711297,Adoption
A737324,Adoption
A616205,Adoption
A668566,Adoption
A670513,Adoption
A707148,Euthanasia
A753111,Transfer
A703612,Adoption
A699960,Adoption
A666035,Adoption
A686283,Adoption
A703717,Adoption
A696229,Adoption
A764987,Return to Owner
A679180,Transfer
A680276,Return to Owner
A391512,Return to Owner
A690565,Transfer
A751571,Adoption
A718167,Return to Owner
A674568,Transfer
A740874,Return to Owner
A735933,Transfer
A760662,Adoption
A765547,Transfer
A677022,Transfer
A688941,Transfer
A678692,Adoption
A759062,Transfer
A690476,Transfer
A762863,Return to Owner
A711465,Adoption
A684497,Transfer
A725583,Transfer
A760018,Adoption
A624053,Adoption
A754354,Adoption
A711019,Adoption
A764039,Adoption
A738487,Return to Owner
A687037,Transfer
A750937,Transfer
A674269,Euthanasia
A749504,Transfer
A691752,Transfer
A702881,Adoption
A718538,Adoption
A760666,Adoption
A710576,Adoption
A335182,Return to Owner
A677071,Adoption
A677539,Transfer
A762008,Euthanasia
A702845,Adoption
A672416,Transfer
A729572,Adoption
A727927,Adoption
A735559,Return to Owner
A718030,Adoption
A734479,Transfer
A724328,Transfer
A731230,Transfer
A692144,Adoption
A684096,Adoption
A732818,Adoption
A732957,Adoption
A706210,Return to Owner
A719874,Adoption
A363653,Return to Owner
A665226,Adoption
A751369,Adoption
A708042,Return to Owner
A722793,Adoption
A725375,Adoption
A747630,Transfer
A753624,Euthanasia
A720640,Transfer
A730113,Adoption
A706278,Return to Owner
A745613,Transfer
A746494,Adoption
A706917,Return to Owner
A724626,Transfer
A748310,Return to Owner
A734931,Transfer
A746177,Transfer
A670928,Adoption
A726190,Adoption
A732193,Adoption
A710260,Adoption
A753502,Adoption
A744520,Transfer
A737320,Euthanasia
A714705,Transfer
A696152,Adoption
A740672,Adoption
A680167,Transfer
A710043,Transfer
A720547,Adoption
A667464,Adoption
A603908,Return to Owner
A756395,Adoption
A738553,Adoption
A746301,Adoption
A704579,Return to Owner
A687410,Adoption
A752939,Adoption
A684882,Adoption
A735511,Adoption
A681090,Adoption
A687722,Adoption
A755606,Transfer
A762262,Transfer
A680047,Euthanasia
A690304,Adoption
A682673,Return to Owner
A721333,Adoption
A696799,Adoption
A674652,Transfer
A713792,Adoption
A740247,Adoption
A736943,Adoption
A670236,Transfer
A666888,Adoption
A719662,Transfer
A749912,Adoption
A695739,Transfer
A709952,Return to Owner
A673804,Adoption
A742737,Adoption
A720453,Transfer
A733260,Transfer
A706472,Adoption
A701234,Transfer
A709624,Transfer
A655958,Return to Owner
A689859,Adoption
A718385,Adoption
A724099,Euthanasia
A569136,Return to Owner
A749834,Adoption
A703468,Return to Owner
A692931,Adoption
A725676,Return to Owner
A708146,Transfer
A664619,Adoption
A714505,Return to Owner
A752783,Adoption
A708476,Adoption
A707952,Adoption
A735500,Adoption
A358697,Return to Owner
A746399,Adoption
A760540,Return to Owner
A708175,Transfer
A689295,Transfer
A711126,Adoption
A716516,Euthanasia
A649629,Adoption
A500955,Adoption
A733350,Adoption
A688420,Adoption
A748210,Adoption
A702645,Adoption
A754235,Adoption
A675616,Transfer
A676558,Transfer
A667142,Adoption
A765226,Adoption
A690401,Euthanasia
A684329,Adoption
A690773,Transfer
A673121,Adoption
A688208,Transfer
A675129,Adoption
A727100,Transfer
A748527,Adoption
A711724,Transfer
A734701,Transfer
A668367,Euthanasia
A687608,Transfer
A683065,Adoption
A731568,Adoption
A706500,Euthanasia
A681475,Adoption
A717052,Adoption
A735608,Adoption
A733487,Euthanasia
A707376,Return to Owner
A659832,Adoption
A690103,Adoption
A633175,Return to Owner
A705511,Adoption
A705238,Return to Owner
A689314,Return to Owner
A722107,Adoption
A722740,Euthanasia
A664919,Adoption
A765290,Transfer
A679617,Adoption
A669781,Adoption
A696633,Euthanasia
A707139,Transfer
A742295,Transfer
A694016,Adoption
A676888,Adoption
A710684,Transfer
A754671,Adoption
A689632,Adoption
A716019,Return to Owner
A715347,Adoption
A757574,Adoption
A617461,Adoption
A716676,Adoption
A711576,Transfer
A678233,Transfer
A706652,Transfer
A669457,Transfer
A693338,Transfer
A726891,Adoption
A707178,Transfer
A701139,Transfer
A604602,Transfer
A757971,Adoption
A688702,Transfer
A677766,Adoption
A736339,Transfer
A724467,Return to Owner
A683251,Adoption
A697815,Adoption
A758614,Transfer
A753662,Adoption
A694522,Adoption
A727598,Transfer
A721836,Adoption
A712224,Return to Owner
A678056,Transfer
A692936,Return to Owner
A712479,Adoption
A710578,Transfer
A749359,Transfer
A728823,Adoption
A657728,Return to Owner
A743795,Return to Owner
A738016,Adoption
A738220,Transfer
A671292,Adoption
A720155,Adoption
A732664,Adoption
A700610,Transfer
A718840,Return to Owner
A751672,Adoption
A682194,Adoption
A749124,Transfer
A707761,Adoption
A695218,Adoption
A752354,Adoption
A677985,Adoption
A747649,Adoption
A760644,Adoption
A724373,Transfer
A722506,Adoption
A667076,Adoption
A697478,Transfer
A749345,Transfer
A719194,Adoption
A751642,Adoption
A665172,Adoption
A685967,Adoption
A707701,Transfer
A711261,Adoption
A676372,Adoption
A664953,Transfer
A720671,Transfer
A450780,Return to Owner
A725300,Adoption
A647492,Return to Owner
A703765,Adoption
A735013,Return to Owner
A666177,Adoption
A753733,Euthanasia
A679189,Adoption
A709137,Adoption
A667300,Adoption
A688972,Adoption
A717729,Adoption
A676256,Adoption
A728271,Transfer
A749568,Transfer
A699799,Adoption
A746379,Transfer
A705967,Return to Owner
A670066,Adoption
A673243,Return to Owner
A714086,Transfer
A703551,Transfer
A661612,Adoption
A680063,Adoption
A679983,Adoption
A694419,Adoption
A765914,Transfer
A723717,Transfer
A705625,Adoption
A765084,Adoption
A718254,Adoption
A692813,Return to Owner
A712188,Transfer
A718058,Adoption
A676351,Transfer
A565123,Adoption
A761760,Adoption
A582826,Return to Owner
A691899,Return to Owner
A758058,Return to Owner
A689899,Transfer
A669590,Adoption
A664916,Return to Owner
A683379,Transfer
A738697,Return to Owner
A757159,Euthanasia
A753049,Adoption
A743772,Adoption
A675541,Transfer
A699560,Adoption
A689390,Transfer
A764548,Transfer
A726747,Adoption
A672531,Adoption
A683569,Adoption
A708518,Transfer
A708786,Return to Owner
A718086,Adoption
A717606,Adoption
A687770,Adoption
A664225,Return to Owner
A697104,Return to Owner
A754682,Return to Owner
A711523,Transfer
A714106,Adoption
A716027,Return to Owner
A685891,Transfer
A716559,Adoption
A692708,Adoption
A680233,Transfer
A749663,Transfer
A736759,Transfer
A720529,Adoption
A725978,Adoption
A677360,Adoption
A678270,Adoption
A697738,Return to Owner
A659896,Adoption
A686529,Transfer
A747505,Adoption
A763928,Transfer
A663878,Adoption
A702507,Adoption
A672237,Adoption
A730727,Adoption
A756922,Adoption
A732924,Adoption
A627909,Adoption
A665216,Transfer
A547472,Return to Owner
A761929,Adoption
A747665,Adoption
A674072,Return to Owner
A719026,Adoption
A709616,Transfer
A741392,Return to Owner
A616559,Return to Owner
A747962,Transfer
A759743,Adoption
A650144,Return to Owner
A690538,Adoption
A714879,Transfer
A698941,Adoption
A717156,Transfer
A664746,Adoption
A679934,Adoption
A757843,Adoption
A709691,Adoption
A705998,Transfer
A731168,Transfer
A679294,Return to Owner
A643536,Adoption
A740303,Transfer
A726411,Return to Owner
A712396,Adoption
A675288,Return to Owner
A681876,Adoption
A732140,Adoption
A707514,Adoption
A711803,Transfer
A755096,Return to Owner
A709434,Euthanasia
A664113,Adoption
A689136,Adoption
A705373,Transfer
A672538,Transfer
A662489,Adoption
A719204,Adoption
A725181,Transfer
A674220,Adoption
A756274,Adoption
A751842,Adoption
A763080,Adoption
A721479,Transfer
A673364,Adoption
A689986,Adoption
A706775,Adoption
A758326,Euthanasia
A710392,Return to Owner
A683122,Transfer
A688665,Transfer
A686364,Adoption
A753160,Adoption
A733869,Adoption
A731785,Adoption
A730102,Adoption
A742156,Return to Owner
A695822,Adoption
A723559,Adoption
A752261,Transfer
A704880,Adoption
A672471,Euthanasia
A702658,Adoption
A654191,Return to Owner
A755182,Adoption
A687358,Adoption
A734253,Adoption
A760293,Adoption
A723188,Return to Owner
A749314,Adoption
A674632,Return to Owner
A636102,Adoption
A754097,Transfer
A757732,Transfer
A689198,Adoption
A764945,Return to Owner
A716760,Adoption
A686914,Adoption
A539388,Return to Owner
A747250,Transfer
A764680,Euthanasia
A729419,Adoption
A748505,Adoption
A674192,Adoption
A711970,Euthanasia
A748063,Adoption
A749210,Adoption
A680712,Adoption
A684660,Transfer
A753899,Transfer
A750545,Adoption
A747109,Return to Owner
A703824,Adoption
A685797,Euthanasia
A710246,Adoption
A757490,Adoption
A692384,Transfer
A763350,Transfer
A759456,Transfer
A757303,Transfer
A684843,Adoption
A743565,Adoption
A705603,Adoption
A664233,Transfer
A666711,Transfer
A694496,Adoption
A751149,Adoption
A705709,Return to Owner
A748076,Euthanasia
A730816,Adoption
A703357,Transfer
A734752,Adoption
A706279,Transfer
A688330,Adoption
A690074,Transfer
A686941,Transfer
A483604,Return to Owner
A683709,Adoption
A693121,Adoption
A679620,Return to Owner
A725339,Transfer
A748296,Return to Owner
A718319,Adoption
A632891,Return to Owner
A694429,Adoption
A701142,Transfer
A756355,Transfer
A680313,Adoption
A737945,Transfer
A727910,Euthanasia
A691277,Transfer
A668521,Adoption
A702503,Transfer
A725070,Adoption
A741695,Adoption
A764526,Adoption
A749391,Adoption
A742155,Adoption
A670180,Transfer
A723109,Adoption
A747568,Adoption
A709385,Adoption
A663731,Transfer
A699591,Adoption
A765399,Adoption
A759745,Adoption
A695270,Adoption
A685190,Transfer
A683137,Adoption
A701523,Transfer
A715721,Adoption
A700406,Transfer
A682718,Euthanasia
A739096,Transfer
A721734,Adoption
A665225,Adoption
A746510,Adoption
A699707,Adoption
A734304,Adoption
A692848,Transfer
A737110,Adoption
A677585,Transfer
A673603,Transfer
A741797,Adoption
A756733,Transfer
A733399,Transfer
A680351,Adoption
A735071,Return to Owner
A763259,Adoption
A678946,Adoption
A705484,Return to Owner
A732660,Transfer
A696535,Adoption
A689473,Adoption
A706157,Adoption
A762093,Transfer
A674587,Return to Owner
A721617,Adoption
A702075,Return to Owner
A664528,Adoption
A751899,Adoption
A745587,Return to Owner
A728801,Adoption
A765308,Adoption
A669725,Adoption
A757644,Return to Owner
A723454,Return to Owner
A708568,Transfer
A740588,Adoption
A706058,Adoption
A601863,Return to Owner
A601696,Return to Owner
A755883,Return to Owner
A730712,Adoption
A731702,Adoption
A727106,Adoption
A717680,Adoption
A668098,Adoption
A730341,Transfer
A756033,Return to Owner
A679878,Adoption
A692413,Adoption
A668561,Adoption
A708810,Return to Owner
A746679,Transfer
A696915,Adoption
A698819,Transfer
A760363,Adoption
A732389,Transfer
A757737,Return to Owner
A755148,Return to Owner
A717882,Adoption
A765815,Return to Owner
A688684,Transfer
A748096,Adoption
A763327,Adoption
A732457,Transfer
A667455,Adoption
A667038,Adoption
A688550,Adoption
A724634,Return to Owner
A752916,Adoption
A755020,Transfer
A707637,Transfer
A761441,Adoption
A684035,Transfer
A687609,Adoption
A743376,Transfer
A736610,Adoption
A676587,Adoption
A675525,Transfer
A716095,Return to Owner
A679943,Adoption
A759845,Adoption
A640993,Adoption
A677750,Adoption
A713717,Adoption
A741861,Adoption
A764966,Transfer
A706631,Transfer
A666429,Return to Owner
A723742,Adoption
A712320,Adoption
A737153,Adoption
A689541,Adoption
A760273,Transfer
A701641,Adoption
A730049,Return to Owner
A681472,Transfer
A746822,Transfer
A748203,Adoption
A754709,Euthanasia
A687908,Transfer
A734767,Adoption
A744026,Return to Owner
A675806,Adoption
A746582,Adoption
A674404,Transfer
A707853,Adoption
A739521,Adoption
A710001,Transfer
A706115,Return to Owner
A731819,Adoption
A737919,Adoption
A730318,Adoption
A684763,Adoption
A670009,Return to Owner
A728796,Adoption
A714658,Adoption
A741962,Adoption
A712424,Transfer
A631781,Adoption
A695074,Transfer
A678689,Adoption
A730966,Return to Owner
A665691,Adoption
A713537,Adoption
A739429,Return to Owner
A673790,Transfer
A677909,Return to Owner
A688631,Transfer
A681778,Transfer
A726557,Adoption
A739141,Return to Owner
A693781,Adoption
A614516,Adoption
A641781,Adoption
A715580,Adoption
A670285,Transfer
A676214,Euthanasia
A758274,Adoption
A622798,Adoption
A755362,Adoption
A713080,Adoption
A759965,Adoption
A670632,Transfer
A683351,Transfer
A757073,Return to Owner
A712703,Adoption
A672599,Adoption
A708637,Transfer
A583262,Return to Owner
A729207,Transfer
A736933,Transfer
A704453,Transfer
A673409,Euthanasia
A683188,Transfer
A722657,Return to Owner
A763145,Transfer
A755088,Transfer
A689474,Adoption
A694370,Adoption
A719831,Transfer
A706470,Adoption
A721284,Transfer
A742889,Adoption
A708774,Transfer
A729941,Adoption
A757208,Adoption
A701281,Return to Owner
A756564,Adoption
A730819,Adoption
A727311,Return to Owner
A728721,Euthanasia
A720911,Return to Owner
A674564,Adoption
A730797,Adoption
A698111,Adoption
A678255,Return to Owner
A743905,Return to Owner
A674886,Adoption
A707113,Adoption
A759946,Adoption
A735633,Return to Owner
A725264,Adoption
A704840,Adoption
A729802,Return to Owner
A640789,Adoption
A717223,Euthanasia
A714117,Adoption
A678202,Adoption
A683197,Return to Owner
A698377,Euthanasia
A744988,Adoption
A733808,Transfer
A724788,Transfer
A674236,Euthanasia
A671000,Transfer
A698967,Return to Owner
A693604,Adoption
A761348,Adoption
A755502,Return to Owner
A681711,Adoption
A684825,Transfer
A710304,Return to Owner
A671992,Return to Owner
A694401,Adoption
A739284,Adoption
A758905,Transfer
A673328,Adoption
A675094,Euthanasia
A688930,Adoption
A701920,Adoption
A670962,Adoption
A705460,Euthanasia
A744200,Adoption
A680306,Adoption
A754086,Adoption
A703281,Transfer
A678906,Adoption
A606788,Return to Owner
A699633,Return to Owner
A719090,Return to Owner
A691765,Adoption
A674106,Adoption
A700050,Euthanasia
A737714,Transfer
A765047,Transfer
A759388,Transfer
A745090,Adoption
A740614,Transfer
A754115,Adoption
A667273,Transfer
A762288,Transfer
A670790,Return to Owner
A757662,Adoption
A556234,Return to Owner
A670680,Return to Owner
A719272,Adoption
A610901,Adoption
A717092,Return to Owner
A636020,Adoption
A691681,Adoption
A681075,Adoption
A684561,Transfer
A761260,Transfer
A748602,Adoption
A692263,Transfer
A689985,Adoption
A751393,Adoption
A681269,Transfer
A704855,Adoption
A685685,Return to Owner
A737801,Adoption
A700638,Adoption
A704382,Adoption
A705037,Transfer
A700379,Euthanasia
A624682,Return to Owner
A756056,Adoption
A624763,Adoption
A682577,Transfer
A538342,Return to Owner
A702872,Adoption
A673262,Transfer
A742137,Adoption
A715321,Return to Owner
A732240,Transfer
A708567,Transfer
A751132,Transfer
A734367,Adoption
A726993,Transfer
A753534,Adoption
A752027,Transfer
A743902,Adoption
A756926,Adoption
A738468,Euthanasia
A703716,Adoption
A740572,Adoption
A754963,Return to Owner
A662380,Adoption
A668799,Adoption
A720664,Transfer
A662148,Return to Owner
A762809,Adoption
A737476,Transfer
A687187,Adoption
A701546,Adoption
A703438,Adoption
A734065,Transfer
A745614,Transfer
A692785,Adoption
A730591,Adoption
A729472,Adoption
A669875,Adoption
A733142,Return to Owner
A725331,Transfer
A734877,Adoption
A713144,Transfer
A679955,Adoption
